disorder_id,orpha_code,disorder_name,gene_symbol,gene_name,gene_type,gene_locus,association_type,association_status,source_of_validation
28138,556955,Pancreatic agenesis-holoprosencephaly syndrome,CNOT1,CCR4-NOT transcription complex subunit 1,gene with protein product,16q21,Disease-causing germline mutation(s) in,Assessed,31006513[PMID]
28142,557064,Neonatal epileptic encephalopathy due to glutaminase deficiency,GLS,glutaminase,gene with protein product,2q32.2,Disease-causing germline mutation(s) (loss of function) in,Assessed,30575854[PMID]
28141,557056,Spastic ataxia-dysarthria due to glutaminase deficiency,GLS,glutaminase,gene with protein product,2q32.2,Disease-causing germline mutation(s) (loss of function) in,Assessed,30575854[PMID]_30970188[PMID]_30987386[PMID]
28140,557003,Oculoskeletodental syndrome,PIK3C2A,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,gene with protein product,11p15.1,Disease-causing germline mutation(s) (loss of function) in,Assessed,31034465[PMID]
27251,519388,Autosomal recessive anterior segment dysgenesis,CPAMD8,C3 and PZP like alpha-2-macroglobulin domain containing 8,gene with protein product,19p13.11,Disease-causing germline mutation(s) in,Assessed,27839872[PMID]
11941,90050,Retinopathy of prematurity,LRP5,LDL receptor related protein 5,gene with protein product,11q13.2,Major susceptibility factor in,Assessed,23441120[PMID]
11941,90050,Retinopathy of prematurity,FZD4,frizzled class receptor 4,gene with protein product,11q14.2,Major susceptibility factor in,Assessed,23441120[PMID]
11941,90050,Retinopathy of prematurity,NDP,norrin cystine knot growth factor NDP,gene with protein product,Xp11.3,Major susceptibility factor in,Assessed,20301506[PMID]
11940,90045,Hereditary folate malabsorption,SLC46A1,solute carrier family 46 member 1,gene with protein product,17q11.2,Disease-causing germline mutation(s) in,Assessed,
11936,90039,Hemoglobin D disease,HBB,hemoglobin subunit beta,gene with protein product,11p15.4,Disease-causing germline mutation(s) in,Assessed,11757720[PMID]_25332633[PMID]
11939,90044,Familial pseudohyperkalemia,ABCB6,ATP binding cassette subfamily B member 6 (LAN blood group),gene with protein product,2q35,Disease-causing germline mutation(s) (gain of function) in,Assessed,23180570[PMID]_24947683[PMID]
11938,90042,Primary familial polycythemia,EPOR,erythropoietin receptor,gene with protein product,19p13.2,Disease-causing germline mutation(s) in,Assessed,9359528[PMID]_9192789[PMID]
11926,90024,"Deafness with labyrinthine aplasia, microtia, and microdontia",FGF3,fibroblast growth factor 3,gene with protein product,11q13.3,Disease-causing germline mutation(s) in,Assessed,22993869[PMID]
11925,90023,Primary immunodeficiency syndrome due to P14/LAMTOR2 deficiency,LAMTOR2,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 2",gene with protein product,1q22,Disease-causing germline mutation(s) in,Assessed,
11922,90020,Parkinson-dementia complex of Guam,PARK7,Parkinsonism associated deglycase,gene with protein product,1p36.23,Major susceptibility factor in,Not yet assessed,
11922,90020,Parkinson-dementia complex of Guam,TRPM7,transient receptor potential cation channel subfamily M member 7,gene with protein product,15q21.2,Major susceptibility factor in,Not yet assessed,
11930,90031,Non-spherocytic hemolytic anemia due to hexokinase deficiency,HK1,hexokinase 1,gene with protein product,10q22.1,Disease-causing germline mutation(s) in,Assessed,12393545[PMID]
11928,90026,Primary erythromelalgia,SCN9A,sodium voltage-gated channel alpha subunit 9,gene with protein product,2q24.3,Disease-causing germline mutation(s) (gain of function) in,Assessed,15958509[PMID]
11928,90026,Primary erythromelalgia,SCN10A,sodium voltage-gated channel alpha subunit 10,gene with protein product,3p22.2,Candidate gene tested in,Not yet assessed,
11928,90026,Primary erythromelalgia,SCN11A,sodium voltage-gated channel alpha subunit 11,gene with protein product,3p22.2,Candidate gene tested in,Not yet assessed,
11929,90030,Hemolytic anemia due to glutathione reductase deficiency,GSR,glutathione-disulfide reductase,gene with protein product,8p12,Disease-causing germline mutation(s) in,Assessed,17185460[PMID]
11911,89936,X-linked hypophosphatemia,PHEX,phosphate regulating endopeptidase X-linked,gene with protein product,Xp22.11,Disease-causing germline mutation(s) (loss of function) in,Assessed,22319799[PMID]
11909,89844,"Lissencephaly syndrome, Norman-Roberts type",NDE1,nudE neurodevelopment protein 1,gene with protein product,16p13.11,Disease-causing germline mutation(s) in,Assessed,21529751[PMID]_21529752[PMID]
11909,89844,"Lissencephaly syndrome, Norman-Roberts type",KATNB1,katanin regulatory subunit B1,gene with protein product,16q21,Disease-causing germline mutation(s) in,Assessed,25521378[PMID]_25521379[PMID]
11909,89844,"Lissencephaly syndrome, Norman-Roberts type",RELN,reelin,gene with protein product,7q22.1,Disease-causing germline mutation(s) in,Assessed,10973257[PMID]
11908,89843,Dystrophic epidermolysis bullosa pruriginosa,COL7A1,collagen type VII alpha 1 chain,gene with protein product,3p21.31,Disease-causing germline mutation(s) (loss of function) in,Assessed,
11907,89842,"Autosomal recessive generalized dystrophic epidermolysis bullosa, intermediate form",COL7A1,collagen type VII alpha 1 chain,gene with protein product,3p21.31,Disease-causing germline mutation(s) (loss of function) in,Assessed,
11919,90001,X-linked cone dysfunction syndrome with myopia,OPN1MW,"opsin 1, medium wave sensitive",gene with protein product,Xq28,Candidate gene tested in,Not yet assessed,23322568[PMID]
11919,90001,X-linked cone dysfunction syndrome with myopia,OPN1LW,"opsin 1, long wave sensitive",gene with protein product,Xq28,Candidate gene tested in,Not yet assessed,23322568[PMID]
11913,89938,Bartter syndrome type 4,BSND,barttin CLCNK type accessory subunit beta,gene with protein product,1p32.3,Disease-causing germline mutation(s) in,Assessed,23110775[PMID]
11913,89938,Bartter syndrome type 4,CLCNKB,chloride voltage-gated channel Kb,gene with protein product,1p36.13,Disease-causing germline mutation(s) (loss of function) in,Assessed,18310267[PMID]_18776122[PMID]_12920401[PMID]
11913,89938,Bartter syndrome type 4,CLCNKA,chloride voltage-gated channel Ka,gene with protein product,1p36.13,Disease-causing germline mutation(s) (loss of function) in,Assessed,18310267[PMID]_18776122[PMID]_12920401[PMID]
11912,89937,Autosomal dominant hypophosphatemic rickets,FGF23,fibroblast growth factor 23,gene with protein product,12p13.32,Disease-causing germline mutation(s) (gain of function) in,Assessed,11062477[PMID]_19655082[PMID]
12018,90340,Blau syndrome,NOD2,nucleotide binding oligomerization domain containing 2,gene with protein product,16q12.1,Disease-causing germline mutation(s) in,Assessed,
12020,90342,Xeroderma pigmentosum variant,POLH,DNA polymerase eta,gene with protein product,6p21.1,Disease-causing germline mutation(s) in,Assessed,24130121[PMID]
12024,90348,Autosomal dominant cutis laxa,ALDH18A1,aldehyde dehydrogenase 18 family member A1,gene with protein product,10q24.1,Disease-causing germline mutation(s) in,Assessed,26320891[PMID]
12024,90348,Autosomal dominant cutis laxa,FBLN5,fibulin 5,gene with protein product,14q32.12,Disease-causing germline mutation(s) in,Assessed,12618961[PMID]_20301756[PMID]
12024,90348,Autosomal dominant cutis laxa,ELN,elastin,gene with protein product,7q11.23,Disease-causing germline mutation(s) in,Assessed,16085695[PMID]_18348261[PMID]
12025,90349,Autosomal recessive cutis laxa type 1,EFEMP2,EGF containing fibulin extracellular matrix protein 2,gene with protein product,11q13.1,Disease-causing germline mutation(s) in,Assessed,16685658[PMID]_19664000[PMID]
12025,90349,Autosomal recessive cutis laxa type 1,FBLN5,fibulin 5,gene with protein product,14q32.12,Disease-causing germline mutation(s) in,Assessed,22829427[PMID]
12025,90349,Autosomal recessive cutis laxa type 1,LTBP1,latent transforming growth factor beta binding protein 1,gene with protein product,2p22.3,Disease-causing germline mutation(s) in,Assessed,33991472[PMID]
12028,90354,Brittle cornea syndrome,ZNF469,zinc finger protein 469,gene with protein product,16q24.2,Disease-causing germline mutation(s) in,Assessed,19661234[PMID]_20938016[PMID]
12028,90354,Brittle cornea syndrome,PRDM5,PR/SET domain 5,gene with protein product,4q27,Disease-causing germline mutation(s) in,Assessed,21664999[PMID]
12005,90308,Capillary-lymphatic-venous malformation with segmental distribution,AGGF1,angiogenic factor with G-patch and FHA domains 1,gene with protein product,5q13.3,Major susceptibility factor in,Assessed,18564129[PMID]
12005,90308,Capillary-lymphatic-venous malformation with segmental distribution,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",gene with protein product,3q26.32,Disease-causing somatic mutation(s) in,Assessed,26268729[PMID]
12004,90307,Parkes Weber syndrome,RASA1,RAS p21 protein activator 1,gene with protein product,5q14.3,Disease-causing germline mutation(s) in,Assessed,18446851[PMID]_21348050[PMID]
12009,90322,Cockayne syndrome type 2,ERCC6,"ERCC excision repair 6, chromatin remodeling factor",gene with protein product,10q11.23,Disease-causing germline mutation(s) (loss of function) in,Assessed,20301516[PMID]
12009,90322,Cockayne syndrome type 2,ERCC8,"ERCC excision repair 8, CSA ubiquitin ligase complex subunit",gene with protein product,5q12.1,Disease-causing germline mutation(s) in,Assessed,20301516[PMID]
12009,90322,Cockayne syndrome type 2,ERCC1,"ERCC excision repair 1, endonuclease non-catalytic subunit",gene with protein product,19q13.32,Disease-causing germline mutation(s) in,Assessed,23623389[PMID]
12008,90321,Cockayne syndrome type 1,ERCC4,"ERCC excision repair 4, endonuclease catalytic subunit",gene with protein product,16p13.12,Disease-causing germline mutation(s) in,Assessed,23623389[PMID]
12008,90321,Cockayne syndrome type 1,ERCC6,"ERCC excision repair 6, chromatin remodeling factor",gene with protein product,10q11.23,Disease-causing germline mutation(s) (loss of function) in,Assessed,20301516[PMID]
12008,90321,Cockayne syndrome type 1,ERCC8,"ERCC excision repair 8, CSA ubiquitin ligase complex subunit",gene with protein product,5q12.1,Disease-causing germline mutation(s) in,Assessed,20301516[PMID]
12010,90324,Cockayne syndrome type 3,ERCC6,"ERCC excision repair 6, chromatin remodeling factor",gene with protein product,10q11.23,Disease-causing germline mutation(s) (loss of function) in,Assessed,20301516[PMID]
12010,90324,Cockayne syndrome type 3,ERCC8,"ERCC excision repair 8, CSA ubiquitin ligase complex subunit",gene with protein product,5q12.1,Disease-causing germline mutation(s) in,Assessed,20301516[PMID]
11984,90153,Mandibuloacral dysplasia with type A lipodystrophy,LMNA,lamin A/C,gene with protein product,1q22,Disease-causing germline mutation(s) in,Assessed,12075506[PMID]
11985,90154,Mandibuloacral dysplasia with type B lipodystrophy,ZMPSTE24,zinc metallopeptidase STE24,gene with protein product,1p34.2,Disease-causing germline mutation(s) in,Assessed,12913070[PMID]_18435794[PMID]
11993,90186,Meige disease,EPHB4,EPH receptor B4,gene with protein product,7q22.1,Disease-causing germline mutation(s) in,Assessed,34231312[PMID]
11979,90118,Severe early-onset axonal neuropathy due to MFN2 deficiency,MFN2,mitofusin 2,gene with protein product,1p36.22,Disease-causing germline mutation(s) in,Assessed,
11978,90117,"Hereditary motor and sensory neuropathy, Okinawa type",TFG,trafficking from ER to golgi regulator,gene with protein product,3q12.2,Disease-causing germline mutation(s) in,Assessed,22883144[PMID]
11981,90120,Hereditary motor and sensory neuropathy type 6,SLC25A46,solute carrier family 25 member 46,gene with protein product,5q22.1,Disease-causing germline mutation(s) (loss of function) in,Assessed,26168012[PMID]
11981,90120,Hereditary motor and sensory neuropathy type 6,MFN2,mitofusin 2,gene with protein product,1p36.22,Disease-causing germline mutation(s) in,Assessed,16437557[PMID]
11820,88644,"Autosomal recessive ataxia, Beauce type",SYNE1,spectrin repeat containing nuclear envelope protein 1,gene with protein product,6q25.2,Disease-causing germline mutation(s) in,Assessed,17159980[PMID]
11816,88637,Hypomyelination-hypogonadotropic hypogonadism-hypodontia syndrome,POLR3B,RNA polymerase III subunit B,gene with protein product,12q23.3,Disease-causing germline mutation(s) in,Assessed,22855961[PMID]_22036172[PMID]
11816,88637,Hypomyelination-hypogonadotropic hypogonadism-hypodontia syndrome,POLR1C,RNA polymerase I and III subunit C,gene with protein product,6p21.1,Disease-causing germline mutation(s) in,Assessed,26151409[PMID]
11816,88637,Hypomyelination-hypogonadotropic hypogonadism-hypodontia syndrome,POLR3A,RNA polymerase III subunit A,gene with protein product,10q22.3,Disease-causing germline mutation(s) in,Assessed,21855841[PMID]_22855961[PMID]
11817,88639,Neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency,HIBCH,3-hydroxyisobutyryl-CoA hydrolase,gene with protein product,2q32.2,Disease-causing germline mutation(s) in,Assessed,17160907[PMID]_24299452[PMID]
11818,88642,Congenital insensitivity to pain-anosmia-neuropathic arthropathy,SCN9A,sodium voltage-gated channel alpha subunit 9,gene with protein product,2q24.3,Disease-causing germline mutation(s) (loss of function) in,Assessed,20529343[PMID]
11818,88642,Congenital insensitivity to pain-anosmia-neuropathic arthropathy,SCN10A,sodium voltage-gated channel alpha subunit 10,gene with protein product,3p22.2,Candidate gene tested in,Not yet assessed,
11818,88642,Congenital insensitivity to pain-anosmia-neuropathic arthropathy,SCN11A,sodium voltage-gated channel alpha subunit 11,gene with protein product,3p22.2,Candidate gene tested in,Not yet assessed,
11814,88635,Vacuolar myopathy with sarcoplasmic reticulum protein aggregates,CASQ1,calsequestrin 1,gene with protein product,1q23.2,Disease-causing germline mutation(s) in,Assessed,25116801[PMID]
11808,88621,Ichthyosis-prematurity syndrome,SLC27A4,solute carrier family 27 member 4,gene with protein product,9q34.11,Disease-causing germline mutation(s) in,Assessed,19631310[PMID]
11809,88628,Posterior column ataxia-retinitis pigmentosa syndrome,FLVCR1,FLVCR choline and heme transporter 1,gene with protein product,1q32.3,Disease-causing germline mutation(s) in,Assessed,21267618[PMID]_20301317[PMID]
11810,88629,Tritanopia,OPN1SW,"opsin 1, short wave sensitive",gene with protein product,7q32.1,Disease-causing germline mutation(s) in,Assessed,1531728[PMID]_1386496[PMID]
11811,88630,Terminal osseous dysplasia-pigmentary defects syndrome,FLNA,filamin A,gene with protein product,Xq28,Disease-causing germline mutation(s) in,Assessed,20598277[PMID]
11807,88620,Isolated congenital anosmia,TENM1,teneurin transmembrane protein 1,gene with protein product,Xq25,Disease-causing germline mutation(s) in,Assessed,27040985[PMID]
11807,88620,Isolated congenital anosmia,CNGA2,cyclic nucleotide gated channel subunit alpha 2,gene with protein product,Xq28,Disease-causing germline mutation(s) in,Assessed,25156905[PMID]
